loss,accuracy,val_loss,val_accuracy,lr
1.3431490659713745,0.6200642585754395,1.5996458530426025,0.6308354735374451,0.001
1.0380425453186035,0.6821558475494385,1.007381558418274,0.7216064929962158,0.001
0.7962363362312317,0.7320284247398376,0.6281858682632446,0.7829108834266663,0.001
0.8982056975364685,0.7567583918571472,1.0139750242233276,0.7056698799133301,0.001
0.7452808618545532,0.7689528465270996,0.524411678314209,0.8174600601196289,0.001
0.8252913355827332,0.7961375713348389,0.7898464202880859,0.7621654868125916,0.001
0.7273983955383301,0.7976025938987732,0.7201240062713623,0.796405553817749,0.001
0.7134829163551331,0.794017493724823,0.6530085206031799,0.7895036935806274,0.001
0.8805944919586182,0.7897582054138184,0.5774033069610596,0.8083149194717407,0.001
0.7164639234542847,0.8246690630912781,0.5871936082839966,0.82206130027771,0.0005
0.5398213267326355,0.8324373960494995,0.6408629417419434,0.8177735805511475,0.0005
0.7350780367851257,0.8273955583572388,0.4841587543487549,0.8281373977661133,0.0005
0.5415094494819641,0.8398014903068542,0.4769926369190216,0.8375253677368164,0.0005
0.564063549041748,0.8460665345191956,0.41937699913978577,0.8544334769248962,0.0005
0.5214560031890869,0.8560442924499512,0.44766390323638916,0.8572993278503418,0.0005
0.6426137685775757,0.8494274616241455,0.4291583299636841,0.8570652604103088,0.0005
0.47251230478286743,0.857868492603302,0.6281763315200806,0.789128303527832,0.0005
0.6013906598091125,0.8669425249099731,0.3500595688819885,0.8962730765342712,0.0005
0.48743775486946106,0.8587369918823242,0.3550148904323578,0.8907533288002014,0.0005
0.47054269909858704,0.8730264902114868,0.3206839859485626,0.9034266471862793,0.0005
0.47123223543167114,0.8750975131988525,0.5132670998573303,0.8454870581626892,0.0005
0.4383302628993988,0.8668252229690552,0.565784752368927,0.816638708114624,0.0005
0.5330511331558228,0.8800260424613953,0.3894807994365692,0.8565177321434021,0.0005
0.4857456088066101,0.8775207996368408,0.3561832308769226,0.892356276512146,0.0005
0.4370970129966736,0.8888919949531555,0.3728456497192383,0.8967632055282593,0.00025
0.4114867150783539,0.8890166282653809,0.32666537165641785,0.8894462585449219,0.00025
0.4101354479789734,0.8883493542671204,0.3259378671646118,0.9070740938186646,0.00025
0.36717987060546875,0.8898527026176453,0.2906079888343811,0.9121434092521667,0.00025
0.4356326460838318,0.8969572186470032,0.30278369784355164,0.905153214931488,0.00025
0.41290929913520813,0.8958208560943604,0.43172141909599304,0.8534001708030701,0.00025
0.43794646859169006,0.8979281783103943,0.35584399104118347,0.8830654621124268,0.00025
0.3638283908367157,0.8916077017784119,0.26068538427352905,0.9148988723754883,0.00025
0.3889051377773285,0.897518515586853,0.5366557240486145,0.83066326379776,0.00025
0.4041683077812195,0.891202449798584,0.4121595323085785,0.8614369034767151,0.00025
0.4477134048938751,0.8977726697921753,0.3132796287536621,0.905815601348877,0.00025
0.39866364002227783,0.8946060538291931,0.3699026107788086,0.8842223882675171,0.00025
0.4341815710067749,0.895585834980011,0.5603770017623901,0.8209529519081116,0.000125
0.38286706805229187,0.8984159231185913,0.3325751721858978,0.8978274464607239,0.000125
0.38438042998313904,0.9003034234046936,0.2733346223831177,0.9156848788261414,0.000125
0.41947057843208313,0.8998299241065979,0.29555875062942505,0.9129205942153931,0.000125
